Id,IsDeleted,MasterRecordId,AccountId,Salutation,FirstName,LastName,MiddleName,Suffix,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,EmailBouncedReason,EmailBouncedDate,Jigsaw,JigsawContactId,SmartvCard__Organization__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__ContactDate__c,qbdialer__ContactScoreId__c,qbdialer__ContactScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,LID__LinkedIn_Member_Token__c,Other_Email_s__c,Agree_to_FT_License_Agreement__c,Free_Trial_License_Key__c,Free_Trial_Project_Notes__c,Free_Trial_Start_Date__c,Free_Trial_Follow_Up_Notes__c,Free_Trial_Status__c,Signed_up_for_free_trial_on__c,Dev_Edition_Agree_to_License_Agreement__c,Dev_Edition_Date_Signed_Up__c,Free_Trial_Renewed_Date__c,zisf__Person_Has_Moved__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Email__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__ZoomInfo_Phone__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c,Alternate_Email__c,LinkedIn_Profile__c,Goal_of_Developer_Edition__c,Goal_of_Developer_Edition_Other__c,Employee_Band__c,Original_Lead_Source__c,Meeting_Status__c
0033600000ChoQXAAZ,0,,000000000000000AAA,,Connie,Kittredge,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQYAAZ,0,,0013600000JRBJiAAP,,Connor,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"VP, Identity Risk Services",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQZAAZ,0,,0013600000JRBMdAAP,,Conor,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,VP Global Business Development,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQaAAJ,0,,0013600000JRBMeAAP,,Corey,Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Software Sales Recruiter, Partner",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/22/18 16:41,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQbAAJ,0,,0013600000JRBMfAAP,,Corey,Clausing,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Vice President, Strategic Customer Solutions",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQcAAJ,0,,0013600000JRBMgAAP,,corlin,Maggiani,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,COO and Co-Founder,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/22/18 14:15,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQdAAJ,0,,0013600000JRBMhAAP,,CP,Tomek,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Partner,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQeAAJ,0,,0013600000JRBMiAAP,,Craig,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,President,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQfAAJ,0,,0013600000JRBMjAAP,,Craig,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Founder,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQgAAJ,0,,0013600000JRBJAAA5,,Craig,Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,CEO,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQhAAJ,0,,0013600000JRBMkAAP,,Craig,Greenberg,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Strategic Account Executive -eCommerce,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Regional Manager - Enterprise West at Akamai Technologies,,,,,
0033600000ChoQiAAJ,0,,0013600000JRBJAAA5,,Craig,Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Lead Generation Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQjAAJ,0,,0013600000JRBM9AAP,,Cristi,Halsey,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Product Owner - Ratings & Reviews and All User Generated Content (UGC),,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQkAAJ,0,,0013600000JRBJiAAP,,Cristina,Panoff,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"VP, Digital Partnerships & Business Development",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQlAAJ,0,,000000000000000AAA,,Cui,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-05-22,00536000006DZLrAAO,5/22/18 14:22,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQmAAJ,0,,0013600000JRBMlAAP,,Cyndee,Hoagberg,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Technical Sourcing Specialist,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQnAAJ,0,,0013600000JRBLuAAP,,Cynthia,Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Regional Director,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Outside Security Sales Specialist at Dell Software - SonicWALL Security,,,,,
0033600000ChoQoAAJ,0,,0013600000JRBMmAAP,,Cyril Scott,Lunt,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Regional Sales Manager,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQpAAJ,0,,0013600000JRBMnAAP,,D and L,Harrington,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Director of Business Development,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/27/18 12:18,2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQrAAJ,0,,0013600000JRBJAAA5,,Daisuke,Kitagawa,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Marketing Communications Manager,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQsAAJ,0,,0013600000JRBK7AAP,,Dale,Serrato,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Solutions Marketing - Vertical Head,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-09-26,00536000006DZLrAAO,9/26/18 18:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQtAAJ,0,,0013600000JRBJAAA5,,Damian,Sam,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,IT Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQuAAJ,0,,0013600000JRBMpAAP,,Damian,Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,VP & CISO,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/22/18 14:08,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQvAAJ,0,,0013600000JRBMqAAP,,Damien,Luong,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,West Account Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQwAAJ,0,,0013600000JRBKXAA5,,Damir,Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Vice President, Global Customer Solutions",,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-05-22,00536000006DZLrAAO,5/22/18 14:31,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQxAAJ,0,,0013600000JRBMrAAP,,Dan,Birkendahl,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Partner Account Manager,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQyAAJ,0,,0013600000JRBMsAAP,,Dan,Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,CEO :),,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoQzAAJ,0,,0013600000JRBMtAAP,,Dan,Cuiffo,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,President,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR0AAJ,0,,0013600000JRBMuAAP,,Dan,Delosada,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Enterprise Sales Executive,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR1AAJ,0,,0013600000JRBMvAAP,,Dan,Rademacher,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Director, Client Platforms",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR2AAJ,0,,0013600000JRBMwAAP,,Dan,Peavoy,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Sales Account Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/12/18 18:56,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR3AAJ,0,,0013600000JRBMxAAP,,Dan,Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Engineering,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/22/18 14:01,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR4AAJ,0,,0013600001c84vIAAQ,,Dan,Trench,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Executive Director, Risk",,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 17:43,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR5AAJ,0,,0013600000JRBMzAAP,,Dan,Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Enterprise Account Executive,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR6AAJ,0,,0013600000JRBLqAAP,,Dan,Haney,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Regional Sales Director,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR7AAJ,0,,0013600000JRBKXAA5,,Dan,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Vice President, Enterprise Account Development",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR8AAJ,0,,0013600000JRBMJAA5,,Dan,Yasotornrat,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Enterprise Business Sales,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoR9AAJ,0,,0013600000JRBN0AAP,,Dan,Torrey,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,VP of Business Development,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRAAAZ,0,,0013600000JRBN1AAP,,Dan,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Account Executive - Service Providers, NW & CW",,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRBAAZ,0,,0013600000JRBN2AAP,,Dan,Harrington,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Lead Architect, Network Architecture and Planning",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRCAAZ,0,,0013600000JRBN3AAP,,Dan,Tamblyn,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Mentor,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"Proven product manager, business owner and entrepreneur in ecommerce, mobile and payments.",,,,,
0033600000ChoRDAAZ,0,,0013600000JRBN4AAP,,Dan,Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Director,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/14/18 23:40,2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoREAAZ,0,,0013600000JRBN5AAP,,Dan,"Manfer, P.E., CSP",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Principle,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,2018-05-22,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"C-LEVEL SELLING EXPERT: Author TAKE ME TO YOUR LEADER$, Sales Trainer, Selling Coach, Keynote Speaker (CSP), Consultant",,,,,
0033600000ChoRFAAZ,0,,0013600000JRBN6AAP,,Dan,Matteucci,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Board Member,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/17/18 18:51,2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRGAAZ,0,,0013600000JRBJmAAP,,Dan,"Marte, CISSP",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Sales Engineer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRHAAZ,0,,0013600000JRBKqAAP,,Dan,Canabal,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Manager, Sales Engineer",,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-08,00536000006DZLrAAO,8/8/18 17:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRIAAZ,0,,0013600000JRBJAAA5,,Dana,Hsu,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Product Line Manager (ADC),,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRJAAZ,0,,0013600000JRBN7AAP,,Daniel,Richards,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Sr. Business Solutions Manager,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,2018-01-04,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Business Development Leader,,,,,
0033600000ChoRKAAZ,0,,0013600000JRBKSAA5,,Daniel,"Sahlin, CPA",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Chief Financial Officer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRLAAZ,0,,0013600000JRBLlAAP,,Daniel,Woffington,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Manager, Sr Regional Sales - Multi-Channel",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRMAAZ,0,,0013600000JRBN8AAP,,Daniel,Doron,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"VP Business Development of Cyber Fraud & Risk Management, EMEA & APAC",,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-05-30,00536000006DZLrAAO,5/30/18 9:17,2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRNAAZ,0,,0013600000JRBN9AAP,,Daniel,Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Sr. Recruiter,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoROAAZ,0,,0013600000JRBLPAA5,,Daniel,Procaccini,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Country Director Argentina,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRPAAZ,0,,0013600000JRBIuAAP,,Daniel,Trembois,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Director of Sales,,,Sales Activity,,,0053600000D5mROAAZ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-11,0053600000D5bx4AAB,10/11/18 20:53,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRQAAZ,0,,0013600000JRBNAAA5,,Daniel,Tran,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Corporate Recruiter,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRRAAZ,0,,0013600000JRBL0AAP,,Daniel,"Chatterton, CPC",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Recruiting Team Lead - Cloud, Security and Sales Professionals",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"Sr. Corporate Recruiter at Imperva, Datacenter Security Company",,,,,
0033600000ChoRSAAZ,0,,0013600000JRBNBAA5,,Daniel,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Chief Information Officer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRTAAZ,0,,0013600000JRBLHAA5,,Daniel,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Sr. Manager, Service Management",,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-08,00536000006DZLrAAO,8/8/18 17:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoRUAAZ,0,,0013600000JRBIuAAP,,Daniel (Dan),Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"VP Sales, Americas",,,Sales Activity,,,0053600000D5mROAAZ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-11,0053600000D5bx4AAB,10/11/18 20:53,2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
